,Plant Code,Plant Name,State,Plant-Generator Code,Parent Company,Technology Code,Requires cooling?,Cooling Technology,Fuel,Latitude,Longitude,Water Basin (8-digit HUC),Water Resource Region,First Year of Operation,Nameplate Capacity (MW),Estimated Generation (MWh),Estimated Capacity Factor,Reported Water Source (Name),Reported Water Source (Type),Reported  Withdrawal (million gallons/yr),Reported  Consumption (million gallons/yr),Calculated Withdrawal (million gallons/yr),Calculated Withdrawal MIN (million gallons/yr),Calculated Withdrawal MAX (million gallons/yr),Calculated Consumption (million gallons/yr),Calculated Consumption MIN (million gallons/yr),Calculated Consumption MAX (million gallons/yr),Generator ID
783,441,Folsom,CA,441-2,United States Government,HY-NA-HY,No,None,Hydropower,38.67611111111111,-121.15861111111111,18020111,California,1955,66.2,86654.66666666666,0.14942726942478626,American River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
784,441,Folsom,CA,441-3,United States Government,HY-NA-HY,No,None,Hydropower,38.67611111111111,-121.15861111111111,18020111,California,1955,66.2,86654.66666666666,0.14942726942478626,American River,Surface Water,0.0,0.0,0,0,0,0,0,0,3
785,442,Judge F Carr,CA,442-1,United States Government,HY-NA-HY,No,None,Hydropower,40.62027777777778,-122.35111111111111,18020154,California,1963,77.2,152672.5,0.22575605673456833,Trinity River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
786,442,Judge F Carr,CA,442-2,United States Government,HY-NA-HY,No,None,Hydropower,40.62027777777778,-122.35111111111111,18020154,California,1963,77.2,152672.5,0.22575605673456833,Trinity River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
787,443,Keswick,CA,443-1,United States Government,HY-NA-HY,No,None,Hydropower,40.62027777777778,-122.35111111111111,18020154,California,1950,39.0,124513.66666666667,0.3644586894586895,Sacramento River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
788,443,Keswick,CA,443-2,United States Government,HY-NA-HY,No,None,Hydropower,40.62027777777778,-122.35111111111111,18020154,California,1949,39.0,124513.66666666667,0.3644586894586895,Sacramento River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
789,443,Keswick,CA,443-3,United States Government,HY-NA-HY,No,None,Hydropower,40.62027777777778,-122.35111111111111,18020154,California,1949,39.0,124513.66666666667,0.3644586894586895,Sacramento River,Surface Water,0.0,0.0,0,0,0,0,0,0,3
790,444,Nimbus,CA,444-1,United States Government,HY-NA-HY,No,None,Hydropower,38.67611111111111,-121.15861111111111,18020111,California,1955,6.7,17206.5,0.2931660192189736,American River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
791,444,Nimbus,CA,444-2,United States Government,HY-NA-HY,No,None,Hydropower,38.67611111111111,-121.15861111111111,18020111,California,1955,6.7,17206.5,0.2931660192189736,American River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
792,445,Shasta,CA,445-1,United States Government,HY-NA-HY,No,None,Hydropower,40.62027777777778,-122.35111111111111,18020154,California,1949,142.0,298632.9268292683,0.24007406169952109,Sacramento River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
793,445,Shasta,CA,445-2,United States Government,HY-NA-HY,No,None,Hydropower,40.62027777777778,-122.35111111111111,18020154,California,1948,125.0,262881.0975609756,0.24007406169952109,Sacramento River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
794,445,Shasta,CA,445-3,United States Government,HY-NA-HY,No,None,Hydropower,40.62027777777778,-122.35111111111111,18020154,California,1944,142.0,298632.9268292683,0.24007406169952109,Sacramento River,Surface Water,0.0,0.0,0,0,0,0,0,0,3
795,445,Shasta,CA,445-4,United States Government,HY-NA-HY,No,None,Hydropower,40.62027777777778,-122.35111111111111,18020154,California,1944,142.0,298632.9268292683,0.24007406169952109,Sacramento River,Surface Water,0.0,0.0,0,0,0,0,0,0,4
796,445,Shasta,CA,445-5,United States Government,HY-NA-HY,No,None,Hydropower,40.62027777777778,-122.35111111111111,18020154,California,1948,142.0,298632.9268292683,0.24007406169952109,Sacramento River,Surface Water,0.0,0.0,0,0,0,0,0,0,5
797,445,Shasta,CA,445-S1,United States Government,HY-NA-HY,No,None,Hydropower,40.62027777777778,-122.35111111111111,18020154,California,1944,2.0,4206.09756097561,0.2400740616995211,Sacramento River,Surface Water,0.0,0.0,0,0,0,0,0,0,S1
798,445,Shasta,CA,445-S2,United States Government,HY-NA-HY,No,None,Hydropower,40.62027777777778,-122.35111111111111,18020154,California,1944,2.0,4206.09756097561,0.2400740616995211,Sacramento River,Surface Water,0.0,0.0,0,0,0,0,0,0,S2
799,447,Parker Dam,CA,447-2,United States Government,HY-NA-HY,No,None,Hydropower,34.26222222222222,-114.16611111111112,15030104,Lower Colorado,1943,30.0,109230.25,0.4156402207001522,Colorado River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
800,447,Parker Dam,CA,447-3,United States Government,HY-NA-HY,No,None,Hydropower,34.26222222222222,-114.16611111111112,15030104,Lower Colorado,1942,30.0,109230.25,0.4156402207001522,Colorado River,Surface Water,0.0,0.0,0,0,0,0,0,0,3
801,447,Parker Dam,CA,447-4,United States Government,HY-NA-HY,No,None,Hydropower,34.26222222222222,-114.16611111111112,15030104,Lower Colorado,1943,30.0,109230.25,0.4156402207001522,Colorado River,Surface Water,0.0,0.0,0,0,0,0,0,0,4
802,447,Parker Dam,CA,447-1,United States Government,HY-NA-HY,No,None,Hydropower,34.26222222222222,-114.16611111111112,15030104,Lower Colorado,1942,30.0,109230.25,0.4156402207001522,Colorado River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
803,448,W R Gianelli,CA,448-6,#not reported,HY-NA-OT,No,None,Hydropower,37.06916666666667,-121.07722222222222,18040001,California,1967,53.0,22976.875,0.0494892629447747,Wtr Fr Penstocks San Luis Res,Surface Water,0.0,0.0,0,0,0,0,0,0,6
804,448,W R Gianelli,CA,448-7,#not reported,HY-NA-OT,No,None,Hydropower,37.06916666666667,-121.07722222222222,18040001,California,1967,53.0,22976.875,0.0494892629447747,Wtr Fr Penstocks San Luis Res,Surface Water,0.0,0.0,0,0,0,0,0,0,7
805,448,W R Gianelli,CA,448-1,#not reported,HY-NA-OT,No,None,Hydropower,37.06916666666667,-121.07722222222222,18040001,California,1968,53.0,22976.875,0.0494892629447747,Wtr Fr Penstocks San Luis Res,Surface Water,0.0,0.0,0,0,0,0,0,0,1
806,448,W R Gianelli,CA,448-2,#not reported,HY-NA-OT,No,None,Hydropower,37.06916666666667,-121.07722222222222,18040001,California,1968,53.0,22976.875,0.0494892629447747,Wtr Fr Penstocks San Luis Res,Surface Water,0.0,0.0,0,0,0,0,0,0,2
807,448,W R Gianelli,CA,448-3,#not reported,HY-NA-OT,No,None,Hydropower,37.06916666666667,-121.07722222222222,18040001,California,1967,53.0,22976.875,0.0494892629447747,Wtr Fr Penstocks San Luis Res,Surface Water,0.0,0.0,0,0,0,0,0,0,3
808,448,W R Gianelli,CA,448-8,#not reported,HY-NA-OT,No,None,Hydropower,37.06916666666667,-121.07722222222222,18040001,California,1967,53.0,22976.875,0.0494892629447747,Wtr Fr Penstocks San Luis Res,Surface Water,0.0,0.0,0,0,0,0,0,0,8
809,448,W R Gianelli,CA,448-4,#not reported,HY-NA-OT,No,None,Hydropower,37.06916666666667,-121.07722222222222,18040001,California,1967,53.0,22976.875,0.0494892629447747,Wtr Fr Penstocks San Luis Res,Surface Water,0.0,0.0,0,0,0,0,0,0,4
810,448,W R Gianelli,CA,448-5,#not reported,HY-NA-OT,No,None,Hydropower,37.06916666666667,-121.07722222222222,18040001,California,1967,53.0,22976.875,0.0494892629447747,Wtr Fr Penstocks San Luis Res,Surface Water,0.0,0.0,0,0,0,0,0,0,5
811,450,Spring Creek,CA,450-1,United States Government,HY-NA-HY,No,None,Hydropower,40.62027777777778,-122.35111111111111,18020154,California,1964,90.0,152962.5,0.1940163622526636,Whiskey Town Reservoir-Clear C,Surface Water,0.0,0.0,0,0,0,0,0,0,1
812,450,Spring Creek,CA,450-2,United States Government,HY-NA-HY,No,None,Hydropower,40.62027777777778,-122.35111111111111,18020154,California,1964,90.0,152962.5,0.1940163622526636,Whiskey Town Reservoir-Clear C,Surface Water,0.0,0.0,0,0,0,0,0,0,2
813,451,Trinity,CA,451-1,United States Government,HY-NA-HY,No,None,Hydropower,40.62027777777778,-122.35111111111111,18020154,California,1964,70.0,198077.0,0.3230218525766471,Trinity River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
814,451,Trinity,CA,451-2,United States Government,HY-NA-HY,No,None,Hydropower,40.62027777777778,-122.35111111111111,18020154,California,1964,70.0,198077.0,0.3230218525766471,Trinity River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
815,454,Colgate,CA,454-1,Yuba County Water Agency,HY-NA-HY,No,None,Hydropower,39.37277777777778,-121.20472222222223,18020125,California,1969,157.5,314827.5,0.22818547510328333,North Yuba River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
816,454,Colgate,CA,454-2,Yuba County Water Agency,HY-NA-HY,No,None,Hydropower,39.37277777777778,-121.20472222222223,18020125,California,1969,157.5,314827.5,0.22818547510328333,North Yuba River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
817,455,Narrows 2,CA,455-1,Yuba County Water Agency,HY-NA-HY,No,None,Hydropower,39.37277777777778,-121.20472222222223,18020125,California,1969,46.7,105358.0,0.2575410910015351,Yuba River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
818,457,Bear Valley,CA,457-HC1,Escondido City of,HY-NA-HY,No,None,Hydropower,33.11,-117.06972222222223,18070303,California,1986,0.7,2772.5,0.45213633398564906,Lake Wohlford,Surface Water,0.0,0.0,0,0,0,0,0,0,HC1
819,457,Bear Valley,CA,457-HC2,Escondido City of,HY-NA-HY,No,None,Hydropower,33.11,-117.06972222222223,18070303,California,1986,0.7,2772.5,0.45213633398564906,Lake Wohlford,Surface Water,0.0,0.0,0,0,0,0,0,0,HC2
820,460,Pueblo,CO,460-6,Black Hills Corporation,NG-RC-ST,Yes,Recirculating,Natural Gas,38.266666666666666,-104.61444444444444,11020002,Arkansas-White-Red,1949,15.0,1065.0,0.008105022831050229,Arkansas River,Surface Water,0.0,0.0,1.281195,1.01175,1.5549,0.87969,0.70503,1.24605,6
821,462,W N Clark,CO,462-1,Black Hills Corporation,CL-RC-ST,Yes,Recirculating,Coal,38.43444444444444,-105.25,11020002,Arkansas-White-Red,1955,18.7,108386.0,0.6616487192635461,Arkansas River,Surface Water,0.0,0.0,108.92793,54.193,130.0632,74.461182,52.02528,119.2246,1
822,462,W N Clark,CO,462-2,Black Hills Corporation,CL-RC-ST,Yes,Recirculating,Coal,38.43444444444444,-105.25,11020002,Arkansas-White-Red,1959,25.0,158497.0,0.723730593607306,Arkansas River,Surface Water,0.0,0.0,159.289485,79.2485,190.1964,108.887439,76.07856,174.3467,2
823,464,Alamosa,CO,464-CT2,Xcel Energy Inc.,NG-NA-CT,No,None,Natural Gas,37.469722222222224,-105.87777777777777,13010002,Rio Grande,1977,28.8,396.0,0.001569634703196347,#not reported,Unknown Freshwater,0.0,0.0,0,0,0,0,0,0,CT2
824,464,Alamosa,CO,464-CT1,Xcel Energy Inc.,NG-NA-CT,No,None,Natural Gas,37.469722222222224,-105.87777777777777,13010002,Rio Grande,1973,28.8,396.0,0.001569634703196347,#not reported,Unknown Freshwater,0.0,0.0,0,0,0,0,0,0,CT1
825,465,Arapahoe,CO,465-3,Xcel Energy Inc.,CL-RC-ST,Yes,Recirculating,Coal,39.69916666666666,-105.00138888888888,10190002,Missouri,1951,46.0,277452.0,0.6885348421679571,South Platte River,Surface Water,684.126420731712,566.173589571072,278.83926,138.726,332.9424,190.609524,133.17696,305.1972,3
826,465,Arapahoe,CO,465-4,Xcel Energy Inc.,CL-RC-ST,Yes,Recirculating,Coal,39.69916666666666,-105.00138888888888,10190002,Missouri,1955,112.0,600820.0,0.6123817677756034,South Platte River,Surface Water,0.0,0.0,603.8241,300.41,720.984,412.76334,288.3936,660.902,4
827,466,Boulder Canyon Hydro,CO,466-1,"Boulder, City of",HY-NA-HY,No,None,Hydropower,40.004444444444445,-105.33277777777778,10190005,Missouri,1911,10.0,7466.0,0.0852283105022831,Middle Boulder Creek,Surface Water,0.0,0.0,0,0,0,0,0,0,1
828,468,Cameo,CO,468-2,#not reported,CL-OT-ST,Yes,Once-Through,Coal,39.10583333333334,-108.36611111111111,14010005,Upper Colorado,1960,50.0,266202.0,0.6077671232876712,Colorado River,Surface Water,0.0,0.0,9676.4427,5324.04,13310.1,66.5505,26.6202,84.386034,2
829,468,Cameo,CO,468-1,#not reported,CL-OT-ST,Yes,Once-Through,Coal,39.10583333333334,-108.36611111111111,14010005,Upper Colorado,1957,25.0,138736.0,0.6334977168949771,Colorado River,Surface Water,0.0,0.0,5043.0536,2774.72,6936.8,34.684,13.8736,43.979312,1
830,469,Cherokee,CO,469-1,Xcel Energy Inc.,CL-RC-ST,Yes,Recirculating,Coal,39.78444444444444,-104.96277777777777,10190003,Missouri,1957,125.0,649974.0,0.5935835616438356,South Platte River,Surface Water,3373.450971194304,2547.7811530698236,653.22387,324.987,779.9688,446.532138,311.98752,714.9714,1
831,469,Cherokee,CO,469-4,Xcel Energy Inc.,CL-RC-ST,Yes,Recirculating,Coal,39.78444444444444,-104.96277777777777,10190003,Missouri,1968,380.8,2359021.0,0.7071812886113349,South Platte River,Surface Water,0.0,0.0,2370.816105,1179.5105,2830.8252,1620.647427,1132.33008,2594.9231,4
832,469,Cherokee,CO,469-2,Xcel Energy Inc.,CL-RC-ST,Yes,Recirculating,Coal,39.78444444444444,-104.96277777777777,10190003,Missouri,1959,125.0,608674.0,0.5558666666666666,South Platte River,Surface Water,0.0,0.0,611.71737,304.337,730.4088,418.159038,292.16352,669.5414,2
833,469,Cherokee,CO,469-3,Xcel Energy Inc.,CL-RC-ST,Yes,Recirculating,Coal,39.78444444444444,-104.96277777777777,10190003,Missouri,1962,170.5,917137.0,0.6140528127050443,South Platte River,Surface Water,0.0,0.0,921.722685,458.5685,1100.5644,630.073119,440.22576,1008.8507,3
834,470,Comanche,CO,470-1,Xcel Energy Inc.,CL-RC-ST,Yes,Recirculating,Coal,38.24444444444445,-104.54472222222222,11020002,Arkansas-White-Red,1973,382.5,1829465.0,0.5459948667442623,Arkansas River,Surface Water,2712.9151166947204,2193.922659587904,1838.612325,914.7325,2195.358,1256.842455,878.1432,2012.4115,1
835,470,Comanche,CO,470-2,Xcel Energy Inc.,CL-RC-ST,Yes,Recirculating,Coal,38.24444444444445,-104.54472222222222,11020002,Arkansas-White-Red,1975,396.0,2548636.0,0.7346974309303076,Arkansas River,Surface Water,0.0,0.0,2561.37918,1274.318,3058.3632,1750.912932,1223.34528,2803.4996,2
836,471,Fruita,CO,471-1,Xcel Energy Inc.,NG-NA-CT,No,None,Natural Gas,39.16222222222222,-108.72416666666666,14010005,Upper Colorado,1973,28.8,2353.0,0.00932664256722476,,Unknown Freshwater,0.0,0.0,0,0,0,0,0,0,1
837,472,Georgetown,CO,472-1,Xcel Energy Inc.,HY-NA-HY,No,None,Hydropower,39.70638888888889,-105.69777777777779,10190004,Missouri,1906,0.7,2092.4615384615386,0.34123638918159466,South Clear Creek,Surface Water,0.0,0.0,0,0,0,0,0,0,1
838,472,Georgetown,CO,472-2,Xcel Energy Inc.,HY-NA-HY,No,None,Hydropower,39.70638888888889,-105.69777777777779,10190004,Missouri,1908,0.6,1793.5384615384617,0.34123638918159466,South Clear Creek,Surface Water,0.0,0.0,0,0,0,0,0,0,2
839,473,Palisade,CO,473-1,Xcel Energy Inc.,HY-NA-HY,No,None,Hydropower,39.10583333333334,-108.36611111111111,14010005,Upper Colorado,1932,1.5,5988.0,0.4557077625570776,Colorado River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
840,473,Palisade,CO,473-2,Xcel Energy Inc.,HY-NA-HY,No,None,Hydropower,39.10583333333334,-108.36611111111111,14010005,Upper Colorado,1932,1.5,5988.0,0.4557077625570776,Colorado River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
841,474,Salida,CO,474-1,Xcel Energy Inc.,HY-NA-HY,No,None,Hydropower,38.55611111111111,-106.06583333333333,11020001,Arkansas-White-Red,1929,0.8,2273.1428571428573,0.3243639921722114,South Arkansas River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
842,474,Salida,CO,474-2,Xcel Energy Inc.,HY-NA-HY,No,None,Hydropower,38.55611111111111,-106.06583333333333,11020001,Arkansas-White-Red,1908,0.6,1704.8571428571427,0.3243639921722113,South Arkansas River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
843,476,Shoshone,CO,476-A,Xcel Energy Inc.,HY-NA-HY,No,None,Hydropower,39.61472222222223,-107.28666666666666,14010001,Upper Colorado,1909,7.2,17665.0,0.2800767376966007,Colorado River,Surface Water,0.0,0.0,0,0,0,0,0,0,A
844,476,Shoshone,CO,476-B,Xcel Energy Inc.,HY-NA-HY,No,None,Hydropower,39.61472222222223,-107.28666666666666,14010001,Upper Colorado,1909,7.2,17665.0,0.2800767376966007,Colorado River,Surface Water,0.0,0.0,0,0,0,0,0,0,B
845,477,Valmont,CO,477-6,Xcel Energy Inc.,NG-NA-CT,No,None,Natural Gas,40.04416666666666,-105.22,10190005,Missouri,1973,45.2,349.0000000000001,0.0008814199700973858,Boulder Creek,Surface Water,0.0,0.0,0,0,0,0,0,0,6
846,477,Valmont,CO,477-5,Xcel Energy Inc.,CL-PD-ST,Yes,Cooling Pond,Coal,40.04416666666666,-105.22,10190005,Missouri,1964,191.7,1184675.0,0.7054609918942031,Boulder Creek,Surface Water,2123.15096089152,1179.5283116064,14482.651875,355.4025,28432.2,645.647875,355.4025,829.2725,5
847,478,Zuni,CO,478-2,Xcel Energy Inc.,NG-RC-ST,Yes,Recirculating,Natural Gas,39.73555555555556,-105.01916666666666,10190002,Missouri,1954,75.0,1669.0,0.0025403348554033484,South Platte River,Surface Water,0.0,0.0,2.007807,1.58555,2.43674,1.378594,1.104878,1.95273,2
848,479,Temescal,CA,479-1,Metropolitan Water District,HY-NA-HY,No,None,Hydropower,33.83416666666667,-117.49722222222222,18070203,California,1983,2.9,16451.0,0.6475751850102346,River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
849,480,Corona,CA,480-1,Metropolitan Water District,HY-NA-HY,No,None,Hydropower,33.85888888888889,-117.61055555555555,18070203,California,1983,2.9,15983.0,0.6291528893087702,River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
850,481,Perris,CA,481-1,Metropolitan Water District,HY-NA-HY,No,None,Hydropower,33.836111111111116,-117.18305555555555,18070202,California,1983,7.9,13103.0,0.1893387665452864,River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
851,482,Rio Hondo,CA,482-1,Metropolitan Water District,HY-NA-HY,No,None,Hydropower,33.940555555555555,-118.16916666666667,18070105,California,1984,1.9,6153.0,0.36968276856524873,River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
852,483,Coyote Creek,CA,483-1,Metropolitan Water District,HY-NA-HY,No,None,Hydropower,33.925,-117.95527777777778,18070106,California,1984,3.1,16361.0,0.6024819561054647,River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
853,484,Red Mountain,CA,484-1,Metropolitan Water District,HY-NA-HY,No,None,Hydropower,33.394444444444446,-117.1888888888889,18070303,California,1985,5.9,20982.0,0.4059670304156025,River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
854,489,Upper Dawson,CA,489-1,Turlock Irrigation District,HY-NA-HY,No,None,Hydropower,37.65083333333333,-120.47055555555556,18040009,California,1983,4.4,9407.0,0.2440587380655874,Upper Turlock Main Canal,Surface Water,0.0,0.0,0,0,0,0,0,0,1
855,492,Martin Drake,CO,492-5,Colorado Springs Utilities,CL-RC-ST,Yes,Recirculating,Coal,38.97944444444445,-104.8625,11020003,Arkansas-White-Red,1962,50.0,367168.0,0.8382831050228311,Municipality,Waste Water,235.90566232128,212.315096089152,369.00384,183.584,440.6016,252.244416,176.24064,403.8848,5
856,492,Martin Drake,CO,492-6,Colorado Springs Utilities,CL-RC-ST,Yes,Recirculating,Coal,38.97944444444445,-104.8625,11020003,Arkansas-White-Red,1968,75.0,530375.0,0.8072678843226788,Municipality,Waste Water,471.81132464256,448.220758410432,533.026875,265.1875,636.45,364.367625,254.58,583.4125,6
857,492,Martin Drake,CO,492-7,Colorado Springs Utilities,CL-RC-ST,Yes,Recirculating,Coal,38.97944444444445,-104.8625,11020003,Arkansas-White-Red,1974,132.0,859566.0,0.7433634288086343,Municipality,Waste Water,424.630192178304,377.44905971404796,863.86383,429.783,1031.4792,590.521842,412.59168,945.5226,7
858,493,George Birdsall,CO,493-1,Colorado Springs Utilities,NG-RC-ST,Yes,Recirculating,Natural Gas,38.87777777777778,-104.82305555555556,11020003,Arkansas-White-Red,1953,17.3,2642.0,0.01743342043444981,Municipality,Municipal,0.0,0.0,3.178326,2.5099,3.85732,2.182292,1.749004,3.09114,1
859,493,George Birdsall,CO,493-2,Colorado Springs Utilities,NG-RC-ST,Yes,Recirculating,Natural Gas,38.87777777777778,-104.82305555555556,11020003,Arkansas-White-Red,1954,18.8,2763.0,0.016777178665112212,Municipality,Municipal,0.0,0.0,3.323889,2.62485,4.03398,2.282238,1.829106,3.23271,2
860,493,George Birdsall,CO,493-3,Colorado Springs Utilities,NG-RC-ST,Yes,Recirculating,Natural Gas,38.87777777777778,-104.82305555555556,11020003,Arkansas-White-Red,1957,23.5,3661.0,0.017783930826775478,Municipality,Municipal,0.0,0.0,4.404183,3.47795,5.34506,3.023986,2.423582,4.28337,3
861,494,Manitou Springs,CO,494-2,Colorado Springs Utilities,HY-NA-HY,No,None,Hydropower,38.69583333333333,-104.6975,11020003,Arkansas-White-Red,1927,2.5,8589.583333333334,0.3922184170471842,Municipality,Municipal,0.0,0.0,0,0,0,0,0,0,2
862,494,Manitou Springs,CO,494-3,Colorado Springs Utilities,HY-NA-HY,No,None,Hydropower,38.69583333333333,-104.6975,11020003,Arkansas-White-Red,2006,1.0,3435.8333333333335,0.3922184170471842,Municipality,Municipal,0.0,0.0,0,0,0,0,0,0,3
863,494,Manitou Springs,CO,494-1,Colorado Springs Utilities,HY-NA-HY,No,None,Hydropower,38.69583333333333,-104.6975,11020003,Arkansas-White-Red,1939,2.5,8589.583333333334,0.3922184170471842,Municipality,Municipal,0.0,0.0,0,0,0,0,0,0,1
864,495,Ruxton Park,CO,495-1,Colorado Springs Utilities,HY-NA-HY,No,None,Hydropower,38.996944444444445,-105.06222222222222,10190002,Missouri,1925,1.2,1200.0,0.1141552511415525,Municipality,Municipal,0.0,0.0,0,0,0,0,0,0,1
865,496,Delta,CO,496-3,Delta City of,OL-NA-CT,No,None,Oil,38.731388888888894,-108.07083333333333,14020006,Upper Colorado,1938,0.1,8.125833333333333,0.009276065449010653,Municipality,Municipal,0.0,0.0,0,0,0,0,0,0,3
866,496,Delta,CO,496-4,Delta City of,OL-NA-CT,No,None,Oil,38.731388888888894,-108.07083333333333,14020006,Upper Colorado,1937,0.1,8.125833333333333,0.009276065449010653,Municipality,Municipal,0.0,0.0,0,0,0,0,0,0,4
867,496,Delta,CO,496-5,Delta City of,OL-NA-CT,No,None,Oil,38.731388888888894,-108.07083333333333,14020006,Upper Colorado,1937,0.1,8.125833333333333,0.009276065449010653,Municipality,Municipal,0.0,0.0,0,0,0,0,0,0,5
868,496,Delta,CO,496-6,Delta City of,NG-NA-CT,No,None,Natural Gas,38.731388888888894,-108.07083333333333,14020006,Upper Colorado,1949,1.2,97.50999999999999,0.009276065449010653,Municipality,Municipal,0.0,0.0,0,0,0,0,0,0,6
869,496,Delta,CO,496-7,Delta City of,NG-NA-CT,No,None,Natural Gas,38.731388888888894,-108.07083333333333,14020006,Upper Colorado,1956,2.1,170.64249999999998,0.009276065449010653,Municipality,Municipal,0.0,0.0,0,0,0,0,0,0,7
870,496,Delta,CO,496-1,Delta City of,NG-NA-CT,No,None,Natural Gas,38.731388888888894,-108.07083333333333,14020006,Upper Colorado,1945,0.8,65.00666666666666,0.009276065449010653,Municipality,Municipal,0.0,0.0,0,0,0,0,0,0,1
871,496,Delta,CO,496-2,Delta City of,NG-NA-CT,No,None,Natural Gas,38.731388888888894,-108.07083333333333,14020006,Upper Colorado,1939,0.4,32.50333333333333,0.009276065449010653,Municipality,Municipal,0.0,0.0,0,0,0,0,0,0,2
872,505,Boysen,WY,505-1,United States Government,HY-NA-HY,No,None,Hydropower,43.20611111111111,-108.22527777777778,10080005,Missouri,1952,7.5,23122.5,0.3519406392694064,Wind River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
873,505,Boysen,WY,505-2,United States Government,HY-NA-HY,No,None,Hydropower,43.20611111111111,-108.22527777777778,10080005,Missouri,1952,7.5,23122.5,0.3519406392694064,Wind River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
874,508,Lamar Plant,CO,508-5,Lamar City of CO,NG-NA-CT,No,None,Natural Gas,38.096111111111114,-102.60833333333333,11020009,Arkansas-White-Red,2001,4.2,7458.705882352942,0.20272629599785122,Wells,Groundwater,0.0,0.0,0,0,0,0,0,0,5
875,508,Lamar Plant,CO,508-T1-T3,Lamar City of CO,WN-NA-WN,No,None,Wind,38.096111111111114,-102.60833333333333,11020009,Arkansas-White-Red,2004,4.5,7991.470588235295,0.20272629599785122,Wells,Groundwater,0.0,0.0,0,0,0.007991470588235294,0,0,0.007991470588235294,T1-T3
876,508,Lamar Plant,CO,508-T4,Lamar City of CO,WN-NA-WN,No,None,Wind,38.096111111111114,-102.60833333333333,11020009,Arkansas-White-Red,2004,1.5,2663.823529411765,0.20272629599785122,Wells,Groundwater,0.0,0.0,0,0,0.002663823529411765,0,0,0.002663823529411765,T4
877,510,Sonoma California Geothermal,CA,510-1,Calpine Corporation,GT-RC-GD,Yes,Recirculating,Geothermal,38.788888888888884,-122.75333333333333,18010110,California,1983,78.0,341543.0,0.49985803770050347,Wells,Groundwater,0.0,0.0,613.411228,613.411228,613.411228,613.411228,613.411228,613.411228,1
878,512,Blue Mesa,CO,512-1,United States Government,HY-NA-HY,No,None,Hydropower,38.47027777777778,-107.87444444444444,14020006,Upper Colorado,1967,43.2,169952.0,0.4490952139353966,Blue Mesa Reservoir-Gunnison R,Surface Water,0.0,0.0,0,0,0,0,0,0,1
879,512,Blue Mesa,CO,512-2,United States Government,HY-NA-HY,No,None,Hydropower,38.47027777777778,-107.87444444444444,14020006,Upper Colorado,1967,43.2,169952.0,0.4490952139353966,Blue Mesa Reservoir-Gunnison R,Surface Water,0.0,0.0,0,0,0,0,0,0,2
880,513,Estes,CO,513-2,United States Government,HY-NA-HY,No,None,Hydropower,40.36472222222223,-105.51305555555555,10190006,Missouri,1950,15.0,41512.666666666664,0.3159259259259259,Colorado River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
881,513,Estes,CO,513-3,United States Government,HY-NA-HY,No,None,Hydropower,40.36472222222223,-105.51305555555555,10190006,Missouri,1950,15.0,41512.666666666664,0.3159259259259259,Colorado River,Surface Water,0.0,0.0,0,0,0,0,0,0,3
882,513,Estes,CO,513-1,United States Government,HY-NA-HY,No,None,Hydropower,40.36472222222223,-105.51305555555555,10190006,Missouri,1950,15.0,41512.666666666664,0.3159259259259259,Colorado River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
883,514,Morrow Point,CO,514-1,United States Government,HY-NA-HY,No,None,Hydropower,38.47027777777778,-107.87444444444444,14020006,Upper Colorado,1970,86.6,233713.5,0.30807879085070705,Morrow Point Reservoir-Gunniso,Surface Water,0.0,0.0,0,0,0,0,0,0,1
